Субъект,Код ОКПД-2,Округ,Месяц,Год,Значение
Орловская область,23.52.10.120,ЦФО,10,2020,
Рязанская область,23.52.10.120,ЦФО,10,2020,0.0
Смоленская область,23.52.10.120,ЦФО,10,2020,0.0
Тамбовская область,23.52.10.120,ЦФО,10,2020,0.0
Тверская область,23.52.10.120,ЦФО,10,2020,
Тульская область,23.52.10.120,ЦФО,10,2020,0.0
Ярославская область,23.52.10.120,ЦФО,10,2020,0.0
Астраханская область,23.52.10.120,ЮФО,10,2020,0.0
Волгоградская область,23.52.10.120,ЮФО,10,2020,0.0
Краснодарский край,23.52.10.120,ЮФО,10,2020,2.102
Республика Адыгея,23.52.10.120,ЮФО,10,2020,0.0
Республика Калмыкия,23.52.10.120,ЮФО,10,2020,0.0
Республика Крым,23.52.10.120,ЮФО,10,2020,
Ростовская область,23.52.10.120,ЮФО,10,2020,0.029
Севастополь,23.52.10.120,ЮФО,10,2020,0.0
Амурская область,23.52.10.130,ДВФО,10,2020,0.0
Еврейская автономная область,23.52.10.130,ДВФО,10,2020,0.0
Камчатский край,23.52.10.130,ДВФО,10,2020,0.0
Магаданская область,23.52.10.130,ДВФО,10,2020,0.0
Приморский край,23.52.10.130,ДВФО,10,2020,
Республика Саха (Якутия),23.52.10.130,ДВФО,10,2020,0.0
Сахалинская область,23.52.10.130,ДВФО,10,2020,0.0
Хабаровский край,23.52.10.130,ДВФО,10,2020,2.2
Кировская область,23.52.10.130,ПФО,10,2020,0.0
Нижегородская область,23.52.10.130,ПФО,10,2020,2.0
Оренбургская область,23.52.10.130,ПФО,10,2020,
Пензенская область,23.52.10.130,ПФО,10,2020,8.2
Пермский край,23.52.10.130,ПФО,10,2020,36.3
Республика Башкортостан,23.52.10.130,ПФО,10,2020,
Республика Марий Эл,23.52.10.130,ПФО,10,2020,
Республика Мордовия,23.52.10.130,ПФО,10,2020,
Республика Татарстан,23.52.10.130,ПФО,10,2020,3.21
Самарская область,23.52.10.130,ПФО,10,2020,
Саратовская область,23.52.10.130,ПФО,10,2020,0.0
Удмуртская Республика,23.52.10.130,ПФО,10,2020,0.84
Ульяновская область,23.52.10.130,ПФО,10,2020,4.8
Чувашская Республика,23.52.10.130,ПФО,10,2020,
Архангельская область,23.52.10.130,СЗФО,10,2020,
Вологодская область,23.52.10.130,СЗФО,10,2020,43.1
Калининградская область,23.52.10.130,СЗФО,10,2020,0.0
Ленинградская область,23.52.10.130,СЗФО,10,2020,4.0
Мурманская область,23.52.10.130,СЗФО,10,2020,0.0
Новгородская область,23.52.10.130,СЗФО,10,2020,0.0
Псковская область,23.52.10.130,СЗФО,10,2020,0.0
Республика Карелия,23.52.10.130,СЗФО,10,2020,0.0
Республика Коми,23.52.10.130,СЗФО,10,2020,
Санкт-Петербург,23.52.10.130,СЗФО,10,2020,0.0
Кабардино-Балкарская Республика,23.52.10.130,СКФО,10,2020,0.0
Карачаево-Черкесская Республика,23.52.10.130,СКФО,10,2020,
Республика Дагестан,23.52.10.130,СКФО,10,2020,0.0
Республика Ингушетия,23.52.10.130,СКФО,10,2020,0.0
Республика Северная Осетия-Алания,23.52.10.130,СКФО,10,2020,0.0
Ставропольский край,23.52.10.130,СКФО,10,2020,0.0
Чеченская Республика,23.52.10.130,СКФО,10,2020,0.0
Алтайский край,23.52.10.130,СФО,10,2020,
Забайкальский край,23.52.10.130,ДВФО,10,2020,0.0
Иркутская область,23.52.10.130,СФО,10,2020,0.0
Кемеровская область,23.52.10.130,СФО,10,2020,
Красноярский край,23.52.10.130,СФО,10,2020,
Новосибирская область,23.52.10.130,СФО,10,2020,0.0
Омская область,23.52.10.130,СФО,10,2020,0.0
Республика Алтай,23.52.10.130,СФО,10,2020,0.0
Республика Бурятия,23.52.10.130,ДВФО,10,2020,0.0
Республика Тыва,23.52.10.130,СФО,10,2020,0.0
Республика Хакасия,23.52.10.130,СФО,10,2020,0.0
Томская область,23.52.10.130,СФО,10,2020,0.0
Курганская область,23.52.10.130,УФО,10,2020,0.0
Свердловская область,23.52.10.130,УФО,10,2020,2.2
Тюменская область,23.52.10.130,УФО,10,2020,
Челябинская область,23.52.10.130,УФО,10,2020,117.8
Белгородская область,23.52.10.130,ЦФО,10,2020,5.89
Брянская область,23.52.10.130,ЦФО,10,2020,
Владимирская область,23.52.10.130,ЦФО,10,2020,
Воронежская область,23.52.10.130,ЦФО,10,2020,0.0
Ивановская область,23.52.10.130,ЦФО,10,2020,
Калужская область,23.52.10.130,ЦФО,10,2020,
Костромская область,23.52.10.130,ЦФО,10,2020,0.0
Курская область,23.52.10.130,ЦФО,10,2020,
Липецкая область,23.52.10.130,ЦФО,10,2020,
Москва,23.52.10.130,ЦФО,10,2020,0.0
Московская область,23.52.10.130,ЦФО,10,2020,0.0
Орловская область,23.52.10.130,ЦФО,10,2020,
Рязанская область,23.52.10.130,ЦФО,10,2020,
Смоленская область,23.52.10.130,ЦФО,10,2020,0.0
Тамбовская область,23.52.10.130,ЦФО,10,2020,0.0
Тверская область,23.52.10.130,ЦФО,10,2020,
Тульская область,23.52.10.130,ЦФО,10,2020,
Ярославская область,23.52.10.130,ЦФО,10,2020,0.0
Астраханская область,23.52.10.130,ЮФО,10,2020,0.0
Волгоградская область,23.52.10.130,ЮФО,10,2020,
Краснодарский край,23.52.10.130,ЮФО,10,2020,
Республика Адыгея,23.52.10.130,ЮФО,10,2020,0.0
Республика Калмыкия,23.52.10.130,ЮФО,10,2020,0.0
Республика Крым,23.52.10.130,ЮФО,10,2020,0.0
Ростовская область,23.52.10.130,ЮФО,10,2020,
Севастополь,23.52.10.130,ЮФО,10,2020,0.0
Амурская область,23.52.10.110,ДВФО,11,2020,0.0
Еврейская автономная область,23.52.10.110,ДВФО,11,2020,
Камчатский край,23.52.10.110,ДВФО,11,2020,0.0
Магаданская область,23.52.10.110,ДВФО,11,2020,0.0
Приморский край,23.52.10.110,ДВФО,11,2020,0.015
Республика Саха (Якутия),23.52.10.110,ДВФО,11,2020,0.0
Сахалинская область,23.52.10.110,ДВФО,11,2020,
Хабаровский край,23.52.10.110,ДВФО,11,2020,
Кировская область,23.52.10.110,ПФО,11,2020,
Нижегородская область,23.52.10.110,ПФО,11,2020,3.411
Оренбургская область,23.52.10.110,ПФО,11,2020,22.21
Пензенская область,23.52.10.110,ПФО,11,2020,
Пермский край,23.52.10.110,ПФО,11,2020,4.9
Республика Башкортостан,23.52.10.110,ПФО,11,2020,131.779
Республика Марий Эл,23.52.10.110,ПФО,11,2020,1.9
Республика Мордовия,23.52.10.110,ПФО,11,2020,1.4
Республика Татарстан,23.52.10.110,ПФО,11,2020,1.3
Самарская область,23.52.10.110,ПФО,11,2020,3.3
Саратовская область,23.52.10.110,ПФО,11,2020,6.3
Удмуртская Республика,23.52.10.110,ПФО,11,2020,0.06
Ульяновская область,23.52.10.110,ПФО,11,2020,6.7
Чувашская Республика,23.52.10.110,ПФО,11,2020,
Архангельская область,23.52.10.110,СЗФО,11,2020,14.0
Вологодская область,23.52.10.110,СЗФО,11,2020,0.0
Калининградская область,23.52.10.110,СЗФО,11,2020,0.0
Ленинградская область,23.52.10.110,СЗФО,11,2020,
Мурманская область,23.52.10.110,СЗФО,11,2020,0.0
Новгородская область,23.52.10.110,СЗФО,11,2020,7.1
Псковская область,23.52.10.110,СЗФО,11,2020,
Республика Карелия,23.52.10.110,СЗФО,11,2020,0.0
Республика Коми,23.52.10.110,СЗФО,11,2020,9.7
Санкт-Петербург,23.52.10.110,СЗФО,11,2020,2.2
Кабардино-Балкарская Республика,23.52.10.110,СКФО,11,2020,0.0
Карачаево-Черкесская Республика,23.52.10.110,СКФО,11,2020,5.0
Республика Дагестан,23.52.10.110,СКФО,11,2020,0.2
Республика Ингушетия,23.52.10.110,СКФО,11,2020,0.0
Республика Северная Осетия-Алания,23.52.10.110,СКФО,11,2020,
Ставропольский край,23.52.10.110,СКФО,11,2020,0.0
Чеченская Республика,23.52.10.110,СКФО,11,2020,
Алтайский край,23.52.10.110,СФО,11,2020,1.7
Забайкальский край,23.52.10.110,ДВФО,11,2020,
Иркутская область,23.52.10.110,СФО,11,2020,
Кемеровская область,23.52.10.110,СФО,11,2020,45.01
Красноярский край,23.52.10.110,СФО,11,2020,15.5
Новосибирская область,23.52.10.110,СФО,11,2020,12.6
Омская область,23.52.10.110,СФО,11,2020,0.0
Республика Алтай,23.52.10.110,СФО,11,2020,
Республика Бурятия,23.52.10.110,ДВФО,11,2020,0.071
Республика Тыва,23.52.10.110,СФО,11,2020,
Республика Хакасия,23.52.10.110,СФО,11,2020,0.0
Томская область,23.52.10.110,СФО,11,2020,0.0
Курганская область,23.52.10.110,УФО,11,2020,0.0
Свердловская область,23.52.10.110,УФО,11,2020,41.9
Тюменская область,23.52.10.110,УФО,11,2020,
Челябинская область,23.52.10.110,УФО,11,2020,27.2
Белгородская область,23.52.10.110,ЦФО,11,2020,29.4
Брянская область,23.52.10.110,ЦФО,11,2020,27.1
Владимирская область,23.52.10.110,ЦФО,11,2020,3.6
Воронежская область,23.52.10.110,ЦФО,11,2020,29.1
Ивановская область,23.52.10.110,ЦФО,11,2020,1.1
Калужская область,23.52.10.110,ЦФО,11,2020,16.4
Костромская область,23.52.10.110,ЦФО,11,2020,14.0
Курская область,23.52.10.110,ЦФО,11,2020,
Липецкая область,23.52.10.110,ЦФО,11,2020,123.7
Москва,23.52.10.110,ЦФО,11,2020,0.0
Московская область,23.52.10.110,ЦФО,11,2020,
Орловская область,23.52.10.110,ЦФО,11,2020,0.1
Рязанская область,23.52.10.110,ЦФО,11,2020,
Смоленская область,23.52.10.110,ЦФО,11,2020,0.0
Тамбовская область,23.52.10.110,ЦФО,11,2020,
Тверская область,23.52.10.110,ЦФО,11,2020,0.5
Тульская область,23.52.10.110,ЦФО,11,2020,15.7
Ярославская область,23.52.10.110,ЦФО,11,2020,0.0
Астраханская область,23.52.10.110,ЮФО,11,2020,0.0
Волгоградская область,23.52.10.110,ЮФО,11,2020,1.7
Краснодарский край,23.52.10.110,ЮФО,11,2020,6.604
